nbhd_id,nearest_school,historic,hoa,poverty_rate,unemployment_rate,disorder_level,assaults
128,Charter Academy,No,Yes,0.133777912184489,0.155424604034959,Low,0
129,Charter Academy,No,No,0.443343296148322,0.23429537399802,Moderate,2
130,North HS,No,No,0.675376536012933,0.468378718464652,Very High,3
131,Central HS,No,Yes,0.170888687252,0.237979774511783,Moderate,0
132,North HS,Yes,Yes,0.728109124633698,0.307184726005107,Very High,2
133,East HS,No,No,0.490657764641549,0.41499829212482,Moderate,4
134,Central HS,No,No,0.138405931631069,0.199221928465714,Moderate,0
135,Central HS,No,No,0.129514009025489,0.561174768828329,Moderate,1
136,West HS,No,No,0.355878702155495,0.208918177400704,Moderate,2
137,East HS,No,No,0.35350498341156,0.434185796102947,Moderate,0
138,East HS,No,Yes,0.143431928196455,0.311479075441043,Low,0
139,West HS,No,No,0.344619118668173,0.396911382501182,High,1
140,Central HS,No,Yes,0.518066518167651,0.517364870326781,Very High,4
141,East HS,Yes,Yes,0.0684973994353055,0.232052785268313,Moderate,0
142,North HS,No,No,0.127613888838105,0.21933473735729,Low,3
143,East HS,Yes,No,0.399318119794341,0.224350210135511,Moderate,1
144,Charter Academy,No,No,0.0303497953692431,0.141366400437123,Low,0
145,North HS,No,No,0.498183504416357,0.386822569602292,High,1
146,East HS,Yes,No,0.462251546275677,0.397504143986852,Moderate,5
147,East HS,No,Yes,0.150701227718194,0.117484883024207,Moderate,0
148,North HS,No,No,0.107718143972215,0.254224859245822,Moderate,1
149,North HS,No,No,0.282637124328929,0.392711232058559,High,0
150,Central HS,Yes,No,0.446739166511221,0.274444495220821,Moderate,1
151,East HS,Yes,No,0.41358130985149,0.25190622370237,Moderate,3
152,North HS,Yes,Yes,0.543978102054368,0.501804070337589,High,2
153,North HS,No,Yes,0.128259689071853,0.130125778869136,Moderate,0
154,North HS,No,No,0.235961761994287,0.329490418997332,Moderate,0
155,North HS,No,Yes,0.579697029675436,0.287821053550074,High,0
156,North HS,Yes,Yes,0.338435832469296,0.267183463800099,Moderate,0
157,Central HS,No,No,0.20569284293799,0.301688851314293,Low,1
158,Central HS,No,Yes,0.30354763302121,0.33395566683299,High,1
159,West HS,No,No,0.301983748464435,0.253686451632839,Moderate,0
160,East HS,No,No,0.159064696113974,0.156813997872964,Moderate,2
161,North HS,No,Yes,0.135936106651971,0.0964643009136267,Low,0
162,Charter Academy,Yes,No,0.401018817631591,0.286280668505082,Moderate,3
163,North HS,No,Yes,0.396293216134847,0.239895735688946,Moderate,0
164,East HS,No,No,0.563370409817492,0.292431212852807,High,3
165,West HS,No,Yes,0.280328639617871,0.145363406504945,Moderate,2
166,North HS,No,No,0.449605940972962,0.244832171336816,High,2
167,Charter Academy,No,No,0.189376322034869,0.212863618440173,Low,0
168,Central HS,No,Yes,0.388279866139597,0.468682990459627,High,0
169,East HS,No,No,0.47114115497231,0.339161235710969,High,2
170,West HS,No,No,0.301084367696519,0.506496319989218,High,2
171,North HS,Yes,No,0.395755085906714,0.241143957042448,Moderate,1
172,North HS,No,No,0.314853666673087,0.528101198652771,Moderate,0
173,East HS,Yes,Yes,0.267473024424489,0.551313480673361,Moderate,0
174,Charter Academy,Yes,No,0.508365885021054,0.243160904536012,Moderate,1
175,Central HS,Yes,No,0.222079454177925,0.228797631494538,Moderate,0
176,West HS,Yes,No,0.363720912678286,0.445755975645567,High,4
177,North HS,No,Yes,0.293354012502883,0.441604592913823,High,2
178,North HS,No,No,0.135438780414822,0.164853581967281,Low,0
179,Charter Academy,No,Yes,0.299942411100781,0.227047443830911,Moderate,0
180,Charter Academy,No,No,0.479061945448426,0.294602838100225,Moderate,0
181,Central HS,No,No,0.157015936093185,0.0769467308405548,Low,0
182,Charter Academy,No,Yes,0.108144236272381,0.292961142491193,Low,1
183,Central HS,No,Yes,0.133124186019033,0.345410941200682,Moderate,2
184,West HS,No,Yes,0.319600135080359,0.459857267915017,Moderate,3
185,East HS,No,Yes,0.151510178731736,0.31644966456341,Moderate,1
186,Charter Academy,No,No,0.305602333448304,0.252640744803882,Moderate,1
187,North HS,No,No,0.0307565383764354,0.384354655818899,Moderate,2
188,Charter Academy,Yes,No,0.347313040751256,0.197042281125769,Moderate,0
189,Central HS,No,No,0.213889174052614,0.129581832680296,Low,1
190,Central HS,No,Yes,0.237900069112249,0.233757823259321,Moderate,1
191,West HS,No,No,0.311949596029922,0.221344347378293,Moderate,0
192,North HS,No,No,0.237582604993921,0.16522801063836,Low,0
193,West HS,No,Yes,0.0988727082464057,0.115899351017617,Low,0
194,North HS,No,No,0.323451034015134,0.316226211018426,Moderate,0
195,East HS,No,No,0.536136525742748,0.2918961920781,High,1
196,East HS,Yes,Yes,0.297245796490516,0.441858242972511,Moderate,0
197,North HS,No,No,0.0822095454223807,0.13029061725624,Low,0
198,Charter Academy,No,No,0.315024736041201,0.315628757815217,High,0
199,Charter Academy,No,Yes,0.479454906860457,0.251816957699829,Moderate,1
200,Central HS,No,Yes,0.18054869509431,0.278426512199148,Moderate,0
201,Central HS,No,No,0.164914891195466,0.314593432703149,Moderate,0
202,Charter Academy,No,No,0.313811070762399,0.256048549958472,Moderate,0
203,Central HS,No,No,0.740456833614427,0.619867366464648,Very High,2
204,Central HS,No,No,0.444641767521481,0.310669225182623,Very High,0
205,Charter Academy,No,No,0.177518618553778,0.265338466200799,Moderate,1
206,North HS,No,Yes,0.170673733024917,0.115082728635407,Moderate,0
207,Central HS,No,No,0.29875017918589,0.231739493857988,Low,1
208,West HS,No,Yes,0.225968345843952,0.150138587727135,Moderate,0
209,East HS,No,Yes,0.0484339769000186,0.161529273501977,Low,1
210,North HS,No,Yes,0.486706515647537,0.383880546226155,High,0
211,West HS,No,No,0.336346866575083,0.271191847632164,Moderate,1
212,West HS,No,Yes,0.14535697976781,0.238793667561089,Low,0
213,North HS,No,No,0.277573135306015,0.136235817771792,Moderate,0
214,Charter Academy,No,Yes,0.122108476463255,0.17082087928036,Low,1
215,Central HS,No,Yes,0.0279536108574378,0.0503261297458574,Low,0
216,Central HS,Yes,No,0.0503160759141789,0.386887829462991,Moderate,2
217,Central HS,No,No,0.147898270518496,0.231756697808125,Moderate,0
218,West HS,No,Yes,0.255922993823297,0.290011119758562,Moderate,1
219,East HS,Yes,No,0.400090436206342,0.408259301407112,High,3
220,Charter Academy,No,No,0.148831405875187,0.0861011066899573,Low,0
221,Charter Academy,Yes,No,0.253374745999617,0.14383943661083,Low,1
222,Central HS,No,No,0.289999856963177,0.395032233673702,High,1
223,West HS,No,No,0.18171601593249,0.225768769390614,Low,0
224,East HS,Yes,No,0.0623418099915921,0.198405283833516,Moderate,0
225,Central HS,No,No,0.277684090238889,0.168460569527668,Low,0
226,North HS,Yes,Yes,0.146232431492593,0.346238799350184,Moderate,3
227,West HS,Yes,No,0.228480681103684,0.0939869932665642,Low,0
228,Charter Academy,Yes,No,0.197635715191889,0.2220047591789,Moderate,0
229,Central HS,No,No,0.27086542147667,0.270815061137391,Low,1
230,West HS,No,Yes,0.220770701658445,0.14891237776033,Moderate,0
231,North HS,No,No,0.208845001540348,0.183368708812152,Low,2
232,West HS,No,No,0.126254703658111,0.230420180557715,Moderate,1
233,East HS,No,Yes,0.223816806604148,0.265682186947959,Moderate,1
234,Central HS,No,No,0.24050249981939,0.302683539228724,Moderate,2
235,East HS,No,No,0.513232829625503,0.410678833216616,High,5
236,North HS,No,Yes,0.0718024436291865,0.158503784753525,Low,0
237,Central HS,No,Yes,0.0200561669869407,0.0928943041387581,Low,0
238,Central HS,No,No,0.151153242502052,0.272704399612246,Moderate,0
239,North HS,Yes,Yes,0.14379207633293,0.347234663966564,Moderate,1
240,Charter Academy,No,No,0.126363676825188,0.081736025567964,Low,0
241,Central HS,No,No,0.358009743185376,0.333226502351311,Moderate,0
242,Central HS,No,No,0.285384826308171,0.370723441152114,High,0
243,Central HS,No,No,0.151430635984387,0.148152208279419,Moderate,0
244,North HS,No,No,0.224283637529497,0.392069038998611,Very High,4
245,Central HS,Yes,No,0.226027162733367,0.169486218056185,Moderate,1
246,North HS,Yes,No,0.307331396052108,0.189910030039576,Moderate,1
247,West HS,No,No,0.0873176646121947,0.201219641889269,Low,0
248,East HS,No,No,0.254117386642295,0.183430281187251,Moderate,1
249,North HS,No,No,0.368933409429424,0.411574058452283,High,2
250,Central HS,No,Yes,0.270296666094209,0.170423537961576,Moderate,0
251,East HS,No,Yes,0.219239278100768,0.220615446557203,Low,1
252,North HS,No,No,0.544473650331404,0.288128408644941,Very High,1
253,North HS,No,No,0.356193376536373,0.186548836736883,Moderate,3
254,Central HS,Yes,Yes,0.155990096528936,0.28451085746229,Moderate,0
255,Central HS,Yes,No,0.0307742210697466,0.102475588200336,Low,0
256,West HS,Yes,No,0.205608693181712,0.204065612527088,Moderate,1
257,West HS,No,No,0.568869527959031,0.401623423870687,Very High,4
258,Central HS,Yes,No,0.291260078913281,0.308296124551864,Moderate,0
259,Charter Academy,No,Yes,0.0887978398652395,0.112827496864989,Low,0
260,East HS,No,No,0.0188742727670409,0.167394918548056,Low,0
261,Central HS,No,No,0.348408767493401,0.221762803603888,Moderate,1
262,North HS,Yes,Yes,0.203540275738099,0.139341372316867,Moderate,2
263,West HS,No,No,0.284269791529553,0.32649431668537,Moderate,2
264,North HS,No,No,0.0783294138544491,0.270173943779585,Moderate,0
265,North HS,No,No,0.518197769966973,0.336112426965059,Moderate,2
266,East HS,No,Yes,0.602970027501762,0.293118450466273,High,3
267,East HS,No,Yes,0.267646697902218,0.323501786405178,Moderate,0
268,Central HS,No,Yes,0.580136255333869,0.352655323917319,High,2
269,West HS,No,No,0.151226924388843,0.180639874550916,Low,2
270,Charter Academy,No,No,0.182782440968166,0.390966304560762,Moderate,0
271,Charter Academy,No,Yes,0.482451326543001,0.279918183329382,High,3
272,Central HS,No,No,0.385030131034466,0.177293459476136,Moderate,0
273,West HS,Yes,Yes,0.0900127584441414,0.140246687630446,Low,0
274,West HS,No,Yes,0.151252662083643,0.191147647494235,Low,0
275,Central HS,No,No,0.130882046266408,0.281779354586454,Moderate,1
276,Central HS,No,No,0.21891044906393,0.242337025712299,Low,0
277,East HS,No,Yes,0.14603251051928,0.161465785074365,Moderate,0
278,Charter Academy,No,Yes,0.231777591189607,0.121480492433635,Low,0
279,East HS,No,No,0.0348165078806316,0.233921475226542,Low,0
280,Central HS,No,No,0.325366027845447,0.209122154784715,Low,2
281,Charter Academy,No,No,0.471496719216482,0.289509224613407,Moderate,4
282,North HS,No,No,0.304690923757654,0.344670901444028,Moderate,0
283,Central HS,Yes,Yes,0.271126549738347,0.146220145083092,Moderate,0
284,Central HS,No,No,0.204589186067944,0.194919552994813,Low,0
285,North HS,No,Yes,0.579142980891539,0.475869809222065,High,1
286,East HS,No,Yes,0.119231140378026,0.175611709992358,Low,2
287,North HS,No,Yes,0.0939489372068139,0.0984504038094376,Low,0
288,West HS,No,Yes,0.0958120356755837,0.147807409479702,Low,0
289,East HS,No,No,0.449211877059694,0.385437195631408,High,4
290,West HS,No,No,0.189235137066376,0.292386234601992,Low,2
291,Central HS,No,Yes,0.18415367634726101,0.251222170929009,Moderate,1
292,East HS,No,No,0.159272519734606,0.228117970144707,Low,2
293,East HS,No,Yes,0.075540575921904,0.162355529186796,Low,0
294,Charter Academy,No,Yes,0.539762373261899,0.375654040511323,Moderate,3
295,North HS,No,Yes,0.0924230519437893,0.127669241152891,Moderate,1
296,Central HS,No,No,0.38115335088338,0.230026214532065,High,2
297,West HS,No,Yes,0.385434615647814,0.285934171267301,High,1
298,Central HS,No,No,0.209817782347922,0.288205665913746,Moderate,1
299,East HS,No,No,0.323373043528192,0.172992536642319,Low,0
300,Charter Academy,No,No,0.370001840288357,0.384531915604848,Moderate,2
301,North HS,Yes,Yes,0.147416387867018,0.186893256188533,Low,2
302,Charter Academy,No,No,0.143664952970857,0.265701819831893,Moderate,0
303,Charter Academy,Yes,No,0.331075310276683,0.201796977524683,Moderate,2
304,North HS,Yes,No,0.105847308677421,0.0761730374078769,Low,0
305,Central HS,No,No,0.268364204805027,0.46090019560358,High,1
306,Charter Academy,Yes,No,0.471114922597392,0.443692112609408,High,2
307,West HS,Yes,No,0.290347941163845,0.398078886973901,Moderate,1
308,East HS,Yes,No,0.65053894141803,0.459849818960933,Very High,1
309,East HS,No,No,0.324439591466171,0.325408559544355,Moderate,0
310,Central HS,No,No,0.15639709191911,0.162358490372754,Low,0
311,North HS,No,No,0.0742235031309363,0.372722692958068,Low,2
312,Charter Academy,No,No,0.129765087361439,0.122307725103134,Low,0
313,Charter Academy,No,No,0.196600987565445,0.338520568865207,Moderate,2
314,Central HS,No,Yes,0.360441026944606,0.319292991246076,Moderate,0
315,Central HS,No,No,0.252059615080638,0.208312381135609,Moderate,0
316,East HS,No,No,0.110312481616433,0.10118464439247,Low,0
317,North HS,No,No,0.198882208412358,0.300285622935415,Moderate,0
318,Central HS,Yes,No,0.226980002600622,0.615003758607265,High,2
319,West HS,No,No,0.157249253868581,0.221336187322377,Moderate,2
320,Charter Academy,No,Yes,0.076731120018149,0.425591249736969,Moderate,0
321,North HS,No,No,0.275252542095225,0.204859927620597,Moderate,0
322,North HS,No,No,0.321198940847613,0.324572552144787,Moderate,2
323,North HS,Yes,No,0.11441839788147,0.0527426308150837,Low,1
324,West HS,No,Yes,0.334445571505112,0.422753397505828,High,2
325,West HS,No,Yes,0.0675162950206968,0.0932669480922047,Low,0
326,East HS,No,No,0.148861828269998,0.288324017750409,Moderate,0
327,West HS,No,Yes,0.353643386858082,0.236691715769947,High,0
328,West HS,No,No,0.401434124413408,0.333570845635774,High,0
329,West HS,Yes,No,0.310601691654893,0.275191080721728,Moderate,1
330,West HS,No,No,0.333482596624967,0.229212121802343,Moderate,0
331,Central HS,No,Yes,0.0612201438616728,0.0707913466985269,Low,1
332,North HS,No,Yes,0.340833218930922,0.383074657802203,Moderate,1
333,Central HS,No,No,0.343560292153456,0.358872970266672,High,0
334,East HS,No,No,0.143723094608097,0.275791772866573,Low,1
335,North HS,No,Yes,0.245011768127768,0.291335847287595,High,0
336,West HS,No,No,0.353492968424308,0.281942055769698,Moderate,1
337,Central HS,No,No,0.256186315689766,0.397648191326142,High,1
338,Central HS,No,No,0.300165156301372,0.217928176724892,Moderate,1
339,Central HS,Yes,No,0.278356198988039,0.276854289042091,Moderate,0
340,East HS,Yes,Yes,0.0575795345943329,0.331497366661421,Moderate,0
341,West HS,Yes,Yes,0.0443892967626825,0.279602028309267,Low,0
342,West HS,No,Yes,0.292358437617006,0.313825294601463,Moderate,0
343,North HS,No,No,0.418004194585811,0.272431978994106,Moderate,2
344,Charter Academy,No,No,0.306858044194527,0.242864519376241,Moderate,1
345,Central HS,No,No,0.289817986406737,0.150258655565841,Moderate,2
346,East HS,No,No,0.165606052728172,0.12856963603732,Low,1
347,East HS,No,No,0.273073063539651,0.316509936270713,Moderate,0
348,East HS,No,No,0.131722503077056,0.093667872954919,Low,0
349,Central HS,No,No,0.406837490799166,0.296948164005343,Moderate,1
350,East HS,No,No,0.187386586485478,0.0944606224853868,Low,0
351,East HS,No,No,0.2672265393803,0.395714275087685,High,1
352,Central HS,No,Yes,0.590533988053587,0.340752400397528,Very High,0
353,East HS,No,No,0.16893505174383,0.292912234947154,Low,2
354,North HS,No,Yes,0.261110824104562,0.267168749280089,High,1
355,North HS,No,No,0.160006591623592,0.226392633144648,Moderate,0
356,West HS,No,Yes,0.228447063234607,0.106520081258909,Low,1
357,North HS,No,Yes,0.194530525301165,0.162673097958842,Low,1
358,Central HS,No,No,0.654986804365027,0.262563514862154,High,1
359,West HS,No,No,0.262415213697244,0.280617516119388,Moderate,0
360,West HS,No,No,0.251665974017023,0.163550275401658,Low,0
361,Charter Academy,Yes,No,0.340507967984277,0.335881175232497,High,1
362,East HS,No,No,0.415983203055712,0.170246654561706,Moderate,5
363,West HS,Yes,Yes,0.346194058469785,0.21405661045717,Moderate,0
364,West HS,Yes,No,0.482916022402984,0.288884847954448,High,2
365,Central HS,Yes,Yes,0.299365519274713,0.153993285272198,Moderate,0
366,North HS,No,No,0.447473461606738,0.34658500957768,High,1
367,Central HS,No,Yes,0.211016291807584,0.262980219479548,Moderate,1
368,Charter Academy,No,No,0.18557451463927,0.153250972330809,Moderate,0
369,West HS,No,No,0.25112878360941,0.267830568005855,Moderate,0
370,Charter Academy,No,No,0.203198906124442,0.260886645955011,Moderate,1
371,North HS,No,No,0.0749513738290393,0.147965326365293,High,0
372,East HS,Yes,No,0.248791529593483,0.127980331388882,Moderate,4
373,Central HS,No,Yes,0.10111377950046,0.125018852409212,Low,1
374,Charter Academy,Yes,No,0.235280512279593,0.206974512182655,Moderate,1
375,North HS,No,No,0.326098719339375,0.45577853614984,Very High,1
376,North HS,No,No,0.19054306905649,0.348731794447405,High,0
377,North HS,No,No,0.268960790159898,0.149220979642834,High,2
378,Charter Academy,No,Yes,0.320053882824528,0.113668069829412,Moderate,1
379,Central HS,No,No,0.199244693032833,0.208610687762831,Moderate,0
380,Charter Academy,No,Yes,0.247518875258935,0.189754541044379,Moderate,3
381,Central HS,No,No,0.293280804375546,0.213595493843073,Moderate,2
382,Central HS,No,No,0.143829710744846,0.0906158828284183,Low,0
383,Central HS,No,No,0.156816265871663,0.177313434712227,Moderate,1
384,West HS,Yes,Yes,0.325123401499413,0.355273308526258,Moderate,0
385,East HS,No,No,0.456479787829848,0.452423367768783,High,1
386,North HS,Yes,Yes,0.257538663718597,0.198317666809882,Low,1
387,Central HS,No,Yes,0.372932303582996,0.263401095994789,High,0
388,North HS,No,No,0.230279744917067,0.268875706825084,Moderate,2
389,North HS,No,No,0.456980409011749,0.300176855764916,Moderate,0
390,Central HS,No,No,0.253245601838393,0.232738857860484,Low,0
391,North HS,No,No,0.321604514622571,0.280810254530862,Moderate,2
392,Central HS,Yes,No,0.225765231181735,0.245418367679247,High,2
393,East HS,No,No,0.253886803355933,0.132729755491351,Low,1
394,West HS,No,No,0.182510851028929,0.200565033125181,Low,1
395,West HS,No,Yes,0.0995833525568431,0.189798925840083,Low,0
396,Charter Academy,No,No,0.118000902418,0.186837830396809,Low,0
397,North HS,Yes,No,0.345171892391339,0.189456456701649,Moderate,0
398,Charter Academy,Yes,No,0.548916017153012,0.35248824110949,High,6
399,North HS,No,Yes,0.293625412160684,0.290229996539733,Moderate,0
400,Central HS,Yes,No,0.11777146157097,0.157397781634667,Low,0
401,North HS,No,No,0.0735382795279885,0.167554041743671,Low,0
402,North HS,No,No,0.0800194613860005,0.255656343888977,Low,0
403,Central HS,No,Yes,0.108732384316986,0.126526113276156,Moderate,0
404,North HS,No,No,0.289896306222523,0.374110759811176,Moderate,1
405,West HS,No,Yes,0.339676459281133,0.239308844907194,Moderate,1
406,Central HS,Yes,No,0.054613928539198,0.206681235341545,Moderate,2
407,Central HS,No,No,0.163412632403037,0.345448391553798,Moderate,0
408,East HS,No,Yes,0.12953500685311,0.138288592582489,Low,1
409,Central HS,No,No,0.530934839032753,0.562804550891755,Very High,4
410,North HS,Yes,No,0.387839725984663,0.384661514760974,Moderate,2
